Textbox1
"Omejitve izpisa:
Leto: 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017
ReCO: vse
Občina: vse
Vrsta enote: Prostovoljna teritorialna gasilska društva, Poklicne gasilske enote, Industrijska gasilska društva"

VrstaDogodka1,Leto1,Textbox40,Dogodek,PKID2,Textbox29
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,DRNOVO,1,4,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,DUPLICA,8,59,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,DUPLJE,2,14,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,DVOR,2,7,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,DVORJANE,11,108,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,DVORSKA VAS,1,3,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,FIKŠINCI,1,10,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,FILOVCI,1,2,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,FRAM,7,51,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,FRANKOLOVO,6,94,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GABERJE,3,13,0,0,"1.002,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GABERKE,4,54,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GABRJE,1,,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GABRNIK,3,18,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GABROVKA,3,33,,1,"2.379,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GAMELJNE,3,23,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GENTEROVCI,1,2,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GEREČJA VAS,1,14,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GERLINCI,1,4,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GLOBODOL,1,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GLOBOKO,7,65,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GOČOVA,1,14,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GODEŠIČ,1,8,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GODOVIČ,1,7,,,"410,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GOLAVABUKA,4,27,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GOLNIK,2,19,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GOLO,1,3,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GOMILSKO,2,16,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORA,1,5,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORENJA VAS,8,85,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORENJE PRI ZREČAH,1,15,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORENJE VRHPOLJE,3,23,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORENJI LOGATEC,6,64,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORICA,1,4,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORICA OB DRETI,2,12,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORIČA VAS,4,24,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORIČE,3,23,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORJE,9,65,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORJUŠE,1,6,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORNJA BISTRICA,3,21,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORNJA RADGONA,9,98,0,0,"2.984,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORNJI GRAD,3,35,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORNJI PETROVCI,3,13,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GORNJI SLAVEČI,2,28,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GOSTEČE,2,14,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GOTOVLJE,10,58,0,0,"564,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GOZD,2,3,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GOZD MARTULJEK,2,,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRABŠINSKI BREG,3,27,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRADIN,12,37,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRADIŠČE,3,13,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRADNIK,1,7,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRAHOVO,3,22,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRAHOVO OB BAČI,1,3,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRAJENA,2,23,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRESOVŠČAK,1,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRIBLJE,1,5,,,"156,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRIŽE,7,67,0,0,"607,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GROBLJA,2,16,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GROSUPLJE,36,546,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GRUŠOVLJE,6,45,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,GUNCLJE M. VIŽMARJE,1,0,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HAJDINA,7,74,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HAJDOŠE,1,7,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HARDEK,5,43,0,0,"1.489,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HLEBCE,11,55,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HMELJČIČ,2,16,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HOČE,7,47,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HOČEVJE,1,4,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HODOŠ,1,25,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HOMEC,6,41,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HORJUL,1,19,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HOTEDRŠICA,2,19,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HOTEMAŽE,1,5,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HOTIČ,1,11,0,0,"839,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HOTINJA VAS,7,45,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HRAST PERUDINA,3,15,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HRASTJE - MOTA,1,,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HRASTNIK ,18,106,,,"4.278,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HRASTOV DOL,1,6,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HRAŠENSKI VRH,3,29,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HRUŠEVJE,7,31,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HRUŠEVO,1,5,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HRUŠICA,4,17,,,"2.324,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,HRVATINI,19,88,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,IDRIJA,28,354,0,0,"9.313,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,IG,10,88,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,IGA VAS,2,19,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,IHAN,5,27,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,ILIRSKA BISTRICA,50,296,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,ILJAŠEVCI,1,9,0,0,"605,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,IMENO,4,11,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,IŠKA VAS,3,23,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,IVANČNA GORICA,5,37,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,IVANJKOVCI,3,47,0,0,"4.271,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,IZLAKE,1,2,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,IZOLA,21,39,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JABLAN,2,19,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JABLANE,3,22,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JABLANICA,1,4,0,0,"248,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JAGNJENICA,4,43,,1,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JAKOBSKI DOL,1,6,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JANŽEV VRH,3,19,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JARENINA,7,74,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JARŠE - RODICA,3,14,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JAVORNIŠKI ROVT,2,11,,,"487,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JELŠANE,5,34,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JESENICE ,13,91,,,"3.538,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JEZERO,3,28,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JEZERSKO,1,5,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JEŽICA,15,125,,1,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,JURKLOŠTER,3,29,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KALOBJE,4,42,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAMENCE,18,99,,,"578,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAMNA GORICA,2,16,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAMNICA,7,79,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAMNIK,58,814,,1,"6.347,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAMNIK POD KRIMOM,5,37,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAMNIŠKA BISTRICA,10,88,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KANAL,10,72,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KANDRŠE,1,5,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAPCA,1,4,0,0,"658,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAPELA,5,40,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAPELE,7,67,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAPLA,3,16,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAPLA PONDOR,2,11,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KAPLJA VAS,4,34,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KARLOVICA,1,4,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KASAZE - LIBOJE,4,52,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KEBELJ,5,43,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KLEK,1,6,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KLJUČAROVCI PRI ORMOŽU,1,6,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KNEŽA,4,30,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KNEŽAK,14,83,,,"1.634,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOBARID,15,99,0,0,"11.480,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOČEVJE,84,975,0,1,"26.733,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOČEVSKA REKA,3,19,,,"278,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOKRICA,6,44,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOLOVRAT,1,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOMEN,28,361,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOMENDA,6,79,,,"200,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOMPOLJE,1,,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOPRIVNIK,3,24,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOPRIVNIK - KOČEVJE,5,35,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KORAČICE,4,51,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KORENA,3,27,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KORINJ,1,20,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KORITNICE,2,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOROŠKA BELA,3,21,,,"2.087,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KORTE,14,66,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOSTANJEVICA,14,118,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOSTANJEVICA NA KRKI,4,33,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOSTREVNICA,8,87,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOSTRIVNICA,2,17,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOŠANA,6,25,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOT,1,10,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOT - BREZJE,2,4,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOTLJE,2,20,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOVOR,1,12,,,"469,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOZARJE,2,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KOZJE,2,19,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRANJ PRIMSKOVO,8,63,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRANJSKA GORA,9,97,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRAŠNJA,2,15,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRESNICE,2,13,,,"1.019,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRISTAN VRH,2,16,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRIŠKA VAS,4,40,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRIŠTANCI - ŠALINCI,1,4,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRIŽ,4,24,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRIŽE,7,58,,2,"388,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRIŽEVCI,2,12,0,0,"0,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRIŽI,1,10,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRKA,1,11,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRKAVČE,10,42,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRMELJ,2,12,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRNCI,1,10,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KROPA,2,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRPLIVNIK,1,10,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRŠKA VAS,7,40,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KRŠKO,1,9,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KUPLJENIK,1,7,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KUŠTANOVCI,1,10,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,KUZMA,1,15,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LAHOVČE,2,1,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LANCOVO,1,1,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LAPORJE,6,78,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LAŠKO,13,166,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LATKOVA VAS,2,8,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LAVRICA,4,22,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LAZE ,1,6,,,"700,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LAZE - JAKOVICA,2,5,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LEDINE,3,40,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LEGEN,9,59,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LENART,9,40,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LENDAVA,17,135,0,0,"2.426,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LESCE,21,171,,,"223,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LESIČNO - PILŠTANJ - ZAGORJE,3,25,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LESKOVEC,6,63,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LETUŠ,4,34,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LEVEC,5,25,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LIBELIČE,4,21,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LIBERGA,2,12,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LIGOJNA,4,20,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LIPA,2,14,0,0,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LIPOVEC,1,12,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LITIJA,12,111,,,"12.140,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LIVOLD,3,15,0,0,"1.143,00",
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LJUBEČNA,2,14,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LJUBLJANA - MESTO,17,107,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LJUBLJANA - RUDNIK,4,29,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LJUBLJANA - ŠENTVID,6,38,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LJUBLJANA - TRNOVO,23,123,,,,
2009,7.910,54.474,0,34,"857.664,00",,PGD,5.224,41.844,0,32,"594.323,00",,LJUBLJANA - VIČ,12,49,,,,
