Textbox1
"Omejitev izpisa:
Skupina dogodkov: Požari v naravi oziroma na prostem, Požari v komunalnih in drugih zabojnikih, Požari na prometnih sredstvih, Požari v objektih"

Povzrocitev,Leto,PKID,Textbox6
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica industrijskih aktivnosti,0,do 10.000 €,0,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica industrijskih aktivnosti,2,do 10.000 €,0,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica industrijskih aktivnosti,1,do 10.000 €,0,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica industrijskih aktivnosti,1,do 10.000 €,0,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica industrijskih aktivnosti,1,do 10.000 €,0,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica industrijskih aktivnosti,0,do 10.000 €,0,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica industrijskih aktivnosti,1,do 10.000 €,0,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica industrijskih aktivnosti,0,do 10.000 €,0,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica industrijskih aktivnosti,1,Ni podatka,0,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica industrijskih aktivnosti,0,Ni podatka,0,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica industrijskih aktivnosti,2,Ni podatka,2,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica industrijskih aktivnosti,0,Ni podatka,0,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica industrijskih aktivnosti,0,Ni podatka,0,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica industrijskih aktivnosti,0,Ni podatka,0,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica industrijskih aktivnosti,2,Ni podatka,1,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica industrijskih aktivnosti,1,Ni podatka,1,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica industrijskih aktivnosti,1,Ni podatka,0,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica industrijskih aktivnosti,1,Ni podatka,1,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica industrijskih aktivnosti,0,Ni podatka,0,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica industrijskih aktivnosti,1,Ni podatka,0,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica industrijskih aktivnosti,0,Ni podatka,0,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica vojaških aktivnosti,77,Ni gmotne škode,1,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica vojaških aktivnosti,35,Ni gmotne škode,0,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica vojaških aktivnosti,11,Ni gmotne škode,0,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica vojaških aktivnosti,0,Ni gmotne škode,0,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica vojaških aktivnosti,2,Ni gmotne škode,0,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica vojaških aktivnosti,1,Ni gmotne škode,0,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica vojaških aktivnosti,0,Ni gmotne škode,0,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica vojaških aktivnosti,0,Ni gmotne škode,0,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica vojaških aktivnosti,0,Ni gmotne škode,0,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica vojaških aktivnosti,1,Ni gmotne škode,1,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica vojaških aktivnosti,1,Ni gmotne škode,0,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica vojaških aktivnosti,0,Ni gmotne škode,0,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica vojaških aktivnosti,0,Ni gmotne škode,0,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica vojaških aktivnosti,77,do 10.000 €,7,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica vojaških aktivnosti,35,do 10.000 €,8,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica vojaških aktivnosti,11,do 10.000 €,5,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica vojaških aktivnosti,0,do 10.000 €,0,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica vojaških aktivnosti,2,do 10.000 €,0,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica vojaških aktivnosti,1,do 10.000 €,0,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica vojaških aktivnosti,0,do 10.000 €,0,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica vojaških aktivnosti,0,do 10.000 €,0,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica vojaških aktivnosti,0,do 10.000 €,0,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica vojaških aktivnosti,1,do 10.000 €,0,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica vojaških aktivnosti,1,do 10.000 €,1,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica vojaških aktivnosti,0,do 10.000 €,0,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica vojaških aktivnosti,0,do 10.000 €,0,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica vojaških aktivnosti,77,10.000 € - 50.000 €,4,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica vojaških aktivnosti,35,10.000 € - 50.000 €,2,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica vojaških aktivnosti,11,10.000 € - 50.000 €,0,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica vojaških aktivnosti,0,10.000 € - 50.000 €,0,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica vojaških aktivnosti,2,10.000 € - 50.000 €,0,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica vojaških aktivnosti,1,10.000 € - 50.000 €,0,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica vojaških aktivnosti,0,10.000 € - 50.000 €,0,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica vojaških aktivnosti,0,10.000 € - 50.000 €,0,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica vojaških aktivnosti,0,10.000 € - 50.000 €,0,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica vojaških aktivnosti,1,10.000 € - 50.000 €,0,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica vojaških aktivnosti,1,10.000 € - 50.000 €,0,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica vojaških aktivnosti,0,10.000 € - 50.000 €,0,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica vojaških aktivnosti,0,10.000 € - 50.000 €,0,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica vojaških aktivnosti,77,50.000 € - 100.000 €,0,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica vojaških aktivnosti,35,50.000 € - 100.000 €,0,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica vojaških aktivnosti,11,50.000 € - 100.000 €,1,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica vojaških aktivnosti,0,50.000 € - 100.000 €,0,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica vojaških aktivnosti,2,50.000 € - 100.000 €,0,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica vojaških aktivnosti,1,50.000 € - 100.000 €,0,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica vojaških aktivnosti,0,50.000 € - 100.000 €,0,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica vojaških aktivnosti,0,50.000 € - 100.000 €,0,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica vojaških aktivnosti,0,50.000 € - 100.000 €,0,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica vojaških aktivnosti,1,50.000 € - 100.000 €,0,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica vojaških aktivnosti,1,50.000 € - 100.000 €,0,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica vojaških aktivnosti,0,50.000 € - 100.000 €,0,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica vojaških aktivnosti,0,50.000 € - 100.000 €,0,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica vojaških aktivnosti,77,Ni podatka,65,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica vojaških aktivnosti,35,Ni podatka,25,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica vojaških aktivnosti,11,Ni podatka,5,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica vojaških aktivnosti,0,Ni podatka,0,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica vojaških aktivnosti,2,Ni podatka,2,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica vojaških aktivnosti,1,Ni podatka,1,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica vojaških aktivnosti,0,Ni podatka,0,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica vojaških aktivnosti,0,Ni podatka,0,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica vojaških aktivnosti,0,Ni podatka,0,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica vojaških aktivnosti,1,Ni podatka,0,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica vojaških aktivnosti,1,Ni podatka,0,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica vojaških aktivnosti,0,Ni podatka,0,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica vojaških aktivnosti,0,Ni podatka,0,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica drugih dejavnosti,243,Ni gmotne škode,24,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica drugih dejavnosti,282,Ni gmotne škode,4,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica drugih dejavnosti,564,Ni gmotne škode,1,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica drugih dejavnosti,630,Ni gmotne škode,4,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica drugih dejavnosti,689,Ni gmotne škode,9,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica drugih dejavnosti,463,Ni gmotne škode,94,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica drugih dejavnosti,490,Ni gmotne škode,219,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica drugih dejavnosti,463,Ni gmotne škode,208,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica drugih dejavnosti,345,Ni gmotne škode,160,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica drugih dejavnosti,296,Ni gmotne škode,108,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica drugih dejavnosti,339,Ni gmotne škode,215,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica drugih dejavnosti,401,Ni gmotne škode,248,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica drugih dejavnosti,215,Ni gmotne škode,161,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica drugih dejavnosti,243,do 10.000 €,42,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica drugih dejavnosti,282,do 10.000 €,36,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica drugih dejavnosti,564,do 10.000 €,45,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica drugih dejavnosti,630,do 10.000 €,38,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica drugih dejavnosti,689,do 10.000 €,54,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica drugih dejavnosti,463,do 10.000 €,131,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica drugih dejavnosti,490,do 10.000 €,51,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica drugih dejavnosti,463,do 10.000 €,46,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica drugih dejavnosti,345,do 10.000 €,52,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica drugih dejavnosti,296,do 10.000 €,33,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica drugih dejavnosti,339,do 10.000 €,58,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica drugih dejavnosti,401,do 10.000 €,50,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica drugih dejavnosti,215,do 10.000 €,44,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica drugih dejavnosti,243,10.000 € - 50.000 €,4,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica drugih dejavnosti,282,10.000 € - 50.000 €,6,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica drugih dejavnosti,564,10.000 € - 50.000 €,11,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica drugih dejavnosti,630,10.000 € - 50.000 €,10,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica drugih dejavnosti,689,10.000 € - 50.000 €,10,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica drugih dejavnosti,463,10.000 € - 50.000 €,10,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica drugih dejavnosti,490,10.000 € - 50.000 €,2,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica drugih dejavnosti,463,10.000 € - 50.000 €,9,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica drugih dejavnosti,345,10.000 € - 50.000 €,8,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica drugih dejavnosti,296,10.000 € - 50.000 €,2,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica drugih dejavnosti,339,10.000 € - 50.000 €,4,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica drugih dejavnosti,401,10.000 € - 50.000 €,8,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica drugih dejavnosti,215,10.000 € - 50.000 €,6,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica drugih dejavnosti,243,50.000 € - 100.000 €,1,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica drugih dejavnosti,282,50.000 € - 100.000 €,2,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica drugih dejavnosti,564,50.000 € - 100.000 €,1,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica drugih dejavnosti,630,50.000 € - 100.000 €,3,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica drugih dejavnosti,689,50.000 € - 100.000 €,2,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica drugih dejavnosti,463,50.000 € - 100.000 €,1,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica drugih dejavnosti,490,50.000 € - 100.000 €,0,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica drugih dejavnosti,463,50.000 € - 100.000 €,0,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica drugih dejavnosti,345,50.000 € - 100.000 €,2,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica drugih dejavnosti,296,50.000 € - 100.000 €,1,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica drugih dejavnosti,339,50.000 € - 100.000 €,1,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica drugih dejavnosti,401,50.000 € - 100.000 €,0,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica drugih dejavnosti,215,50.000 € - 100.000 €,0,4.913
Požari v objektih,2005,1.431,Stanovanjske stavbe,771,Malomarnost kot posledica drugih dejavnosti,243,100.000 € - 1.000.000 €,0,3.097
Požari v objektih,2006,1.785,Stanovanjske stavbe,961,Malomarnost kot posledica drugih dejavnosti,282,100.000 € - 1.000.000 €,1,3.644
Požari v objektih,2007,1.900,Stanovanjske stavbe,1.002,Malomarnost kot posledica drugih dejavnosti,564,100.000 € - 1.000.000 €,3,3.413
Požari v objektih,2008,1.752,Stanovanjske stavbe,1.003,Malomarnost kot posledica drugih dejavnosti,630,100.000 € - 1.000.000 €,1,3.218
Požari v objektih,2009,1.822,Stanovanjske stavbe,1.101,Malomarnost kot posledica drugih dejavnosti,689,100.000 € - 1.000.000 €,0,3.065
Požari v objektih,2010,1.361,Stanovanjske stavbe,850,Malomarnost kot posledica drugih dejavnosti,463,100.000 € - 1.000.000 €,0,2.274
Požari v objektih,2011,2.070,Stanovanjske stavbe,1.206,Malomarnost kot posledica drugih dejavnosti,490,100.000 € - 1.000.000 €,0,4.840
Požari v objektih,2012,2.199,Stanovanjske stavbe,1.302,Malomarnost kot posledica drugih dejavnosti,463,100.000 € - 1.000.000 €,0,5.564
Požari v objektih,2013,2.073,Stanovanjske stavbe,1.207,Malomarnost kot posledica drugih dejavnosti,345,100.000 € - 1.000.000 €,0,4.175
Požari v objektih,2014,1.989,Stanovanjske stavbe,1.123,Malomarnost kot posledica drugih dejavnosti,296,100.000 € - 1.000.000 €,0,3.593
Požari v objektih,2015,2.119,Stanovanjske stavbe,1.277,Malomarnost kot posledica drugih dejavnosti,339,100.000 € - 1.000.000 €,0,4.256
Požari v objektih,2016,2.221,Stanovanjske stavbe,1.401,Malomarnost kot posledica drugih dejavnosti,401,100.000 € - 1.000.000 €,0,4.402
Požari v objektih,2017,2.007,Stanovanjske stavbe,1.243,Malomarnost kot posledica drugih dejavnosti,215,100.000 € - 1.000.000 €,0,4.913
